,realtime,%cpu,rchar,wchar,syscr,syscw,read_bytes,write_bytes,%mem,vmem,rss,peak_vmem,peak_rss,vol_ctxt,inv_ctxt,scheme,samples,threads,type,iter,size_bytes
1254,1022689,1820,14643085468,12467968713,1648499,1400044,33728512,4939776,18,9047416,4678708,9114456,4769664,372638,46827,enteritidis_v1.0.7,1,2,snippy,1,911538626
1255,29609,1572,1362237118,1005948007,134747,30843,20697088,0,0,1989632,69884,2407628,70276,44589,2386,enteritidis_v1.0.7,1,1,single,5,346541347
1256,337529,1703,5410395791,4627671581,634246,503123,33693696,3280896,6,10565980,1877012,10577612,1913400,119660,14702,enteritidis_v1.0.7,1,2,snippy,1,227245299
1257,30050,1399,1242600797,964813444,127333,29583,20697088,0,0,2386440,70152,2407624,70544,38954,11373,enteritidis_v1.0.7,1,1,single,6,268039088
1258,30683,1487,1367863689,1061461822,140006,32544,20697088,0,0,2395616,69984,2407624,70380,43540,8383,enteritidis_v1.0.7,1,1,single,9,296654154
1259,180255,5164,7222226517,5884574576,801345,632655,33693696,6148096,8,10103304,2395032,10164088,2404836,161788,90634,enteritidis_v1.0.7,1,16,snippy,1,329275141
1260,48805,1415,2118158426,1644665807,216311,50412,20697088,0,0,2391708,69868,2407632,70248,73907,18730,enteritidis_v1.0.7,1,1,single,7,463745106
1261,72062,2722,1462233792,1087867080,162485,143731,33693696,2146304,1,8892808,527720,9023588,599800,25158,6581,enteritidis_v1.0.7,1,4,snippy,1,91638000
1262,92504,1401,4042994497,3121708466,410352,95664,20697088,0,0,2392852,69852,2407624,70228,141844,41018,enteritidis_v1.0.7,1,1,single,5,911538626
1263,29067,1444,1242600797,964813444,127328,29583,20697088,0,0,2397236,69480,2407628,69872,43716,8509,enteritidis_v1.0.7,1,1,single,3,268039088
1264,190977,4474,5104458328,4195950808,572089,486506,33693696,3481600,6,9344176,1580744,9408516,1610732,123288,126836,enteritidis_v1.0.7,1,8,snippy,1,286748227
1265,36771,1457,1579945085,1241553228,162979,38061,20697088,0,0,1989636,69668,2407632,70060,44579,10814,enteritidis_v1.0.7,1,1,single,6,328644219
1266,101743,6932,6794114247,5171851790,708459,550257,33693696,10674176,10,10069636,2774512,10170436,3493184,123967,675,enteritidis_v1.0.7,1,32,snippy,1,317591343
1267,107799,3756,4159658182,3520727790,492387,392601,33693696,3334144,5,9377844,1549992,9442184,1639484,109816,8011,enteritidis_v1.0.7,1,8,snippy,1,127800331
1268,164653,3369,2834256487,2029716136,290226,259355,33728512,5566464,5,10028676,1411304,10147908,1505412,53039,48729,enteritidis_v1.0.7,1,16,snippy,1,203268910
1269,186662,3974,7302918789,6360669932,871163,687092,33693696,3600384,10,9476148,2769680,9609220,2834456,199049,27994,enteritidis_v1.0.7,1,8,snippy,1,250149771
1270,137037,2656,3632272239,3101507765,441158,346682,33693696,2166784,6,9146632,1476624,9245540,1521616,100775,14053,enteritidis_v1.0.7,1,4,snippy,1,126454186
1271,222359,3509,8178361341,6846503978,931114,716206,33693696,3624960,11,10632544,2999764,10644176,3086056,214186,63353,enteritidis_v1.0.7,1,8,snippy,1,370908859
1272,18669,1370,697328531,540347046,71816,16578,20716544,0,0,2391708,70224,2407628,70620,23361,9079,enteritidis_v1.0.7,1,1,single,10,147233770
1273,52618,1355,2120757050,1680792485,219700,51518,20697088,0,0,1989632,69544,2407628,69936,74179,24809,enteritidis_v1.0.7,1,1,single,6,430217069
1274,36198,1484,1589651269,1180760920,157706,36199,20697088,0,0,2397236,70024,2407628,70420,44034,6678,enteritidis_v1.0.7,1,1,single,4,399142615
1275,41084,1542,1919823949,1453973747,192772,44569,20697088,0,0,2395036,69524,2407628,69916,64276,2015,enteritidis_v1.0.7,1,1,single,7,456102547
1276,719080,1095,6076118181,5083674851,688558,556876,33693696,3899392,7,8544212,1960776,8621248,2001812,156184,68255,enteritidis_v1.0.7,1,1,snippy,1,335684179
1277,601393,3209,14682884722,12467119868,1649501,1399376,33693696,3690496,18,9277704,4804408,9343844,4894552,373511,60080,enteritidis_v1.0.7,1,4,snippy,1,911538626
1278,171530,2792,4449325367,3691144645,507427,401489,33693696,2629632,6,9014664,1493084,9080804,1523288,88646,15484,enteritidis_v1.0.7,1,4,snippy,1,204265322
1279,108244,6786,7534850659,5888020783,807600,633436,33693696,10887168,12,10037764,3255156,10097604,3822748,147043,859,enteritidis_v1.0.7,1,32,snippy,1,329275141
1280,173638,3026,3292076525,2658995910,367209,307128,33693696,2420736,3,8981892,923892,9048032,946364,72075,32328,enteritidis_v1.0.7,1,4,snippy,1,183249872
1281,20929,1455,772573672,581511192,77882,17839,20697088,0,0,2395620,69812,2407628,70208,26319,4835,enteritidis_v1.0.7,1,1,single,6,181313837
1282,54048,1425,2406885682,1857733926,244619,56939,20716544,0,0,2398264,70276,2407632,70672,80400,19258,enteritidis_v1.0.7,1,1,single,6,539404213
1283,33149,1484,1605628065,1312738588,170247,40242,20697088,0,0,2394268,69684,2407628,70076,56068,2076,enteritidis_v1.0.7,1,1,single,9,283141807
1284,25290,1238,774262050,561245091,76086,17218,20697088,0,0,2389908,69964,2407624,70360,30996,30088,enteritidis_v1.0.7,1,1,single,2,203268910
1285,109278,4442,3309699888,2486908147,346393,284942,33693696,5603328,6,10095112,1580544,10154952,1589856,61776,26165,enteritidis_v1.0.7,1,16,snippy,1,158870730
1286,244663,2722,6184596376,5246107843,716055,559942,33693696,3194880,8,9080200,2232636,9146340,2289624,159864,18844,enteritidis_v1.0.7,1,4,snippy,1,255953274
1287,748548,1074,4976364320,4195998245,572060,486954,33693696,3723264,6,8544216,1629948,8621252,1663400,134074,103334,enteritidis_v1.0.7,1,1,snippy,1,286748227
1288,39007,1348,1455831646,1165419421,152216,35728,20716544,0,0,2396980,69500,2407628,69892,56703,30256,enteritidis_v1.0.7,1,1,single,7,280664581
1289,39562,1537,1948252470,1534513029,201019,47036,20697088,0,0,1989632,69808,2407628,70204,68545,2453,enteritidis_v1.0.7,1,1,single,4,403991938
1290,363174,1719,6135674623,5246099490,716362,560165,33693696,3223552,8,8915444,2182756,8982484,2240388,159110,55255,enteritidis_v1.0.7,1,2,snippy,1,255953274
1291,690697,6830,117261131437,92068200901,12013308,2821699,20936704,0,0,17952032,504996,18159720,504996,446532,10844316,enteritidis_v1.0.7,96,8,multiple,3,96
1292,15129,1341,452167031,344965890,46447,10592,20697088,0,0,2391708,69784,2407628,70180,19302,15554,enteritidis_v1.0.7,1,1,single,1,97453455
1293,68059,4408,2909383065,2144198778,300312,239264,33693696,5808128,4,10037764,1261380,10147780,1283092,55531,1786,enteritidis_v1.0.7,1,16,snippy,1,126066089
1294,15731,1436,534265696,398528909,53858,12233,20716544,0,0,2396912,69688,2407624,70084,19378,9487,enteritidis_v1.0.7,1,1,single,3,125988487
1295,29694,1382,1140212385,884703412,116885,27128,20697088,0,0,2390004,69552,2407628,69944,40215,17540,enteritidis_v1.0.7,1,1,single,6,245761219
1296,27688,1435,1107891516,860363530,113664,26382,20697088,0,0,2396916,69552,2407628,69944,39639,11264,enteritidis_v1.0.7,1,1,single,10,237780265
1297,471990,1131,4782203592,4001993752,548755,434068,33693696,2953216,6,8544216,1600288,8621252,1634068,118690,41695,enteritidis_v1.0.7,1,1,snippy,1,237780265
1298,23190,1220,727852809,559234352,74492,17157,20697088,0,0,2386968,69668,2407628,70064,27735,27085,enteritidis_v1.0.7,1,1,single,5,158870730
1299,37032,1472,1589651270,1180760920,157707,36199,20697088,0,0,1989632,69816,2407628,70212,43416,9906,enteritidis_v1.0.7,1,1,single,7,399142615
1300,93624,6441,6447739214,4910772055,675562,523845,33693696,10493952,11,10069636,3110388,10170436,3119908,119741,1561,enteritidis_v1.0.7,1,32,snippy,1,280133839
1301,27990,1327,996364370,782351360,103117,23993,20716544,0,0,2387436,69536,2407628,69928,40671,24453,enteritidis_v1.0.7,1,1,single,2,204265322
1302,23212,1324,846401849,667907212,88059,20487,20697088,0,0,2394832,70036,2407628,70424,32399,14598,enteritidis_v1.0.7,1,1,single,6,168746932
1303,564026,1117,5834383023,4905795882,665045,523229,33693696,3817472,7,8544216,1891600,8621252,1930472,130454,49680,enteritidis_v1.0.7,1,1,snippy,1,280133839
1304,15636,1352,516885254,403592786,53786,12393,20697088,0,0,2394832,69676,2407628,70072,19426,5749,enteritidis_v1.0.7,1,1,single,2,103596070
1305,373302,1816,4054166337,3300185560,455464,397592,33693696,2596864,4,9301260,1100280,9312892,1125772,88960,16296,enteritidis_v1.0.7,1,2,snippy,1,290424908
1306,32194,1445,1314231401,1014408080,134070,31101,20697088,0,0,1989628,69412,2407624,69804,44787,11133,enteritidis_v1.0.7,1,1,single,8,290075585
1307,63918,1144,1882280547,1593994985,204445,48859,20716544,0,0,2389908,70160,2407632,70552,91474,97654,enteritidis_v1.0.7,1,1,single,4,278537989
1308,25658,1266,772573670,581511192,77889,17839,20697088,0,0,2395876,70320,2407628,70716,26890,22458,enteritidis_v1.0.7,1,1,single,1,181313837
1309,38620,1267,1367863689,1061461822,140011,32544,20697088,0,0,2387256,70008,2407628,70404,40147,38740,enteritidis_v1.0.7,1,1,single,2,296654154
1310,197466,5252,8670464013,7099715146,959609,755956,33693696,6406144,10,10135172,2881888,10203204,2930804,193143,23939,enteritidis_v1.0.7,1,16,snippy,1,403991938
1311,111334,2685,2902971639,2382539571,332348,267580,33693696,2347008,4,9048328,1004220,9170912,1025572,49545,5298,enteritidis_v1.0.7,1,4,snippy,1,126972365
1312,125369,5353,5577687098,4444987994,611963,479552,33728512,6033408,7,10004996,2005992,10016628,2024040,111767,19022,enteritidis_v1.0.7,1,16,snippy,1,251976854
1313,97920,4348,2428079920,1830990630,261631,222567,33693696,3252224,3,10138872,937188,10370480,1085984,48957,19898,enteritidis_v1.0.7,1,8,snippy,1,151435202
1314,45075,1329,1723715685,1334959694,175937,40923,20697088,0,0,2390008,69920,2407624,70316,64878,37970,enteritidis_v1.0.7,1,1,single,8,379008409
1315,29016,1429,1236357076,999362848,130289,30641,20697088,0,0,2396124,69868,2407624,70264,43275,11431,enteritidis_v1.0.7,1,1,single,5,227245299
1316,35519,1402,1430214157,1102875123,145702,33813,20697088,0,0,1989632,69468,2407628,69860,47404,20436,enteritidis_v1.0.7,1,1,single,10,317591343
1317,106027,4996,2474563752,1820950977,267858,260186,33693696,3313664,4,9297068,980392,9361408,991732,36562,9987,enteritidis_v1.0.7,1,8,snippy,1,237194140
1318,34741,1224,1121398540,876965441,115598,26891,20716544,0,0,2387256,69800,2407628,70192,44909,44280,enteritidis_v1.0.7,1,1,single,10,234685421
1319,35954,1548,1808364688,1357624935,180548,41617,20697088,0,0,2395616,70016,2407624,70392,44734,1696,enteritidis_v1.0.7,1,1,single,1,440992030
1320,21908,1289,720102552,583899710,76500,17913,20697088,0,0,2389908,69712,2407632,70108,31019,14038,enteritidis_v1.0.7,1,1,single,7,126454186
1321,28785,1241,996364369,782351360,103108,23993,20697088,0,0,2383452,70084,2407624,70476,40408,29668,enteritidis_v1.0.7,1,1,single,10,204265322
1322,258587,3375,5090452977,4164644060,576103,519143,33693696,2506752,6,9014664,1500184,9080804,1529560,114390,33018,enteritidis_v1.0.7,1,4,snippy,1,391426892
1323,154097,1725,2090285225,1667346612,236119,192746,33728512,2048000,2,8818036,677204,8885076,694560,43821,6056,enteritidis_v1.0.7,1,2,snippy,1,104620052
1324,25245,1567,1206359985,941368751,124069,28864,20697088,0,0,1989628,69840,2407624,70232,37928,1488,enteritidis_v1.0.7,1,1,single,1,255243498
1325,177611,1700,2183215200,1749606150,248007,209899,33693696,2019328,2,8817140,665156,8884180,683896,47349,8943,enteritidis_v1.0.7,1,2,snippy,1,125988487
1326,47432,1324,1829294883,1418619724,186800,43486,20697088,0,0,2384644,70096,2407624,70488,56830,28578,enteritidis_v1.0.7,1,1,single,2,400927570
1327,90831,6054,5997088010,4633080454,642277,504047,33693696,10600448,11,10069636,2983844,10170436,2993372,110870,909,enteritidis_v1.0.7,1,32,snippy,1,227245299
1328,33089,1419,1314231402,1014408080,134069,31101,20697088,0,0,2391708,70112,2407628,70504,47451,16414,enteritidis_v1.0.7,1,1,single,6,290075585
1329,16066,1497,604690525,443507319,60125,13611,20697088,0,0,2393268,70216,2407628,70612,22205,5382,enteritidis_v1.0.7,1,1,single,5,151435202
1330,16229,1388,516885255,403592786,53789,12393,20716544,0,0,2382360,69904,2407628,70300,17995,7074,enteritidis_v1.0.7,1,1,single,7,103596070
1331,27550,1510,1178545886,878373215,117449,26934,20697088,0,0,2394272,69828,2407628,70224,37664,5795,enteritidis_v1.0.7,1,1,single,5,290424908
1332,53322,1356,2120757050,1680792485,219704,51518,20716544,0,0,2392860,69884,2407628,70276,72352,34088,enteritidis_v1.0.7,1,1,single,5,430217069
1333,32588,1368,1315404560,1039703447,136408,31877,20716544,0,0,2391704,70032,2407628,70424,42755,13980,enteritidis_v1.0.7,1,1,single,7,265953442
1334,32457,1459,1430214157,1102875123,145689,33813,20697088,0,0,2398264,69668,2407632,70064,44787,8393,enteritidis_v1.0.7,1,1,single,6,317591343
1335,15736,1383,534265697,398528909,53867,12233,20697088,0,0,2391708,69856,2407628,70248,18494,8772,enteritidis_v1.0.7,1,1,single,1,125988487
1336,43288,1246,1498611953,1201888180,156855,36846,20697088,0,0,2390008,70088,2407628,70484,53096,49899,enteritidis_v1.0.7,1,1,single,8,286976208
1337,308399,1151,3282551757,2677619409,368068,292528,33728512,2449408,4,8544212,1056956,8621248,1094988,81624,30370,enteritidis_v1.0.7,1,1,snippy,1,175026992
1338,82448,6834,5342796947,3994071685,553449,452334,33693696,10121216,10,10069636,2708496,10122228,2717992,118033,971,enteritidis_v1.0.7,1,32,snippy,1,255243498
1339,93266,4089,3152276297,2485272423,345484,284594,33693696,3338240,4,9377840,1090688,9499524,1107356,65991,8870,enteritidis_v1.0.7,1,8,snippy,1,158870730
1340,586865,1103,4492208009,3744965424,514707,448685,33728512,3592192,6,8544216,1418308,8621252,1447192,111643,43027,enteritidis_v1.0.7,1,1,snippy,1,268039088
1341,91810,1403,4042994498,3121708466,410335,95664,20697088,0,0,2397232,69792,2407624,70168,142725,42196,enteritidis_v1.0.7,1,1,single,4,911538626
1342,31244,1395,1196523489,929762999,122713,28508,20697088,0,0,2390008,69528,2407624,69920,42646,20072,enteritidis_v1.0.7,1,1,single,6,257012787
1343,29318,1457,1242600796,964813444,127329,29583,20697088,0,0,1989632,69624,2407628,70020,43218,9095,enteritidis_v1.0.7,1,1,single,4,268039088
1344,17430,1426,634524349,497804296,66001,15274,20697088,0,0,2391704,70044,2407624,70436,22984,7609,enteritidis_v1.0.7,1,1,single,3,126972365
1345,777108,1113,8363187969,7098306392,955101,756305,33693696,4653056,10,8609752,2873704,8686788,2929144,205433,48516,enteritidis_v1.0.7,1,1,snippy,1,403991938
1346,4258798,1046,117254344125,92061557004,12013628,2821397,20697088,0,0,2392136,82584,2407672,82584,172732,7769230,enteritidis_v1.0.7,96,1,multiple,6,96
1347,1214510,3843,117261121429,92068200869,12013475,2821695,20936704,0,0,10072388,297760,10279440,297760,302074,10571817,enteritidis_v1.0.7,96,4,multiple,4,96
1348,454361,1125,4697333483,4018012072,554038,438859,33693696,3518464,6,8552412,1686900,8629448,1720796,116351,21126,enteritidis_v1.0.7,1,1,snippy,1,197307350
1349,27514,1509,1178545887,878373215,117457,26934,20697088,0,0,1989632,69584,2407628,69980,38837,4903,enteritidis_v1.0.7,1,1,single,3,290424908
1350,29206,1380,1140212387,884703412,116877,27128,20697088,0,0,2392232,70180,2407632,70572,40399,15274,enteritidis_v1.0.7,1,1,single,9,245761219
1351,12886,1433,445020965,330454572,44903,10147,20697088,0,0,2392096,69176,2407628,69572,13516,6172,enteritidis_v1.0.7,1,1,single,2,104818648
1352,28327,1390,1067092034,824852735,109162,25295,20716544,0,0,2392864,70116,2407628,70512,37826,14202,enteritidis_v1.0.7,1,1,single,3,232490990
1353,31043,1380,1178545888,878373215,117454,26934,20697088,0,0,2396664,69620,2407632,70012,42288,22874,enteritidis_v1.0.7,1,1,single,9,290424908
1354,37495,1237,1286996593,1027963404,134479,31517,20716544,0,0,2393476,70088,2407628,70480,41927,37453,enteritidis_v1.0.7,1,1,single,6,249285523
1355,15881,1359,516885255,403592786,53785,12393,20697088,0,0,2393264,69208,2407628,69604,19014,6790,enteritidis_v1.0.7,1,1,single,1,103596070
1356,37758,1292,1335172190,1086176295,141268,33301,20716544,0,0,2390552,69668,2407632,70060,42880,35152,enteritidis_v1.0.7,1,1,single,2,239248233
1357,47313,1315,1835973781,1437679489,188753,44070,20697088,0,0,2396660,70240,2407628,70636,61276,29573,enteritidis_v1.0.7,1,1,single,8,388546758
1358,28525,1295,996364371,782351360,103111,23993,20697088,0,0,2392092,69552,2407624,69944,39187,27761,enteritidis_v1.0.7,1,1,single,5,204265322
1359,14988,1328,452167029,344965890,46450,10592,20708352,0,0,2395868,69816,2407628,70212,18148,14995,enteritidis_v1.0.7,1,1,single,4,97453455
1360,39241,1436,1723715685,1334959694,175930,40923,20697088,0,0,2396656,70320,2407624,70712,60617,11459,enteritidis_v1.0.7,1,1,single,2,379008409
1361,36157,1459,1621759436,1282736713,168007,39323,20716544,0,0,2392604,70288,2407628,70684,46066,6713,enteritidis_v1.0.7,1,1,single,4,329275141
1362,24667,1505,1061279204,854224129,111672,26195,20697088,0,0,1989632,69912,2407628,70308,39091,4740,enteritidis_v1.0.7,1,1,single,7,197307350
1363,36982,1416,1498611952,1201888180,156844,36846,20697088,0,0,2382664,69924,2407624,70320,43492,11503,enteritidis_v1.0.7,1,1,single,6,286976208
1364,49902,1459,2215466805,1692677739,223675,51882,20697088,0,0,2397236,70028,2407628,70424,75275,14997,enteritidis_v1.0.7,1,1,single,6,513041485
1365,220425,2905,5687686655,4772316754,652425,517780,33693696,2801664,7,9015564,1869688,9081704,1906772,128215,14573,enteritidis_v1.0.7,1,4,snippy,1,265953442
1366,34959,1287,1198872125,943622189,124074,28934,20697088,0,0,2384344,69560,2407624,69952,44800,37455,enteritidis_v1.0.7,1,1,single,6,245502220
1367,43776,1253,1488276065,1149722969,151776,35247,20751360,0,0,2396980,69544,2407628,69936,53726,47231,enteritidis_v1.0.7,1,1,single,7,328805369
1368,75785,8478,4636269705,3305827389,465793,398661,33693696,10260480,8,10053252,2200820,10170436,2619492,90351,776,enteritidis_v1.0.7,1,32,snippy,1,290424908
1369,305752,2881,8423321612,7097542461,956293,755590,33693696,3477504,10,9146632,2791988,9220064,2845636,190277,19280,enteritidis_v1.0.7,1,4,snippy,1,403991938
1370,646187,1097,5902986792,4965781136,666133,527066,33693696,3653632,8,8544216,2020740,8621252,2060192,150507,78138,enteritidis_v1.0.7,1,1,snippy,1,296654154
1371,50886,1432,2215466805,1692677739,223677,51882,20697088,0,0,2391708,69676,2407632,70052,75685,15989,enteritidis_v1.0.7,1,1,single,7,513041485
1372,21331,1545,956459626,774537946,101158,23753,20697088,0,0,2396976,69240,2407624,69636,36391,1251,enteritidis_v1.0.7,1,1,single,5,172173948
1373,47843,1444,2118158424,1644665807,216315,50412,20697088,0,0,2393728,70116,2407624,70492,62448,12789,enteritidis_v1.0.7,1,1,single,1,463745106
1374,30958,1513,1367863689,1061461822,140011,32544,20697088,0,0,1989636,69920,2407632,70316,47833,6760,enteritidis_v1.0.7,1,1,single,6,296654154
1375,23166,1396,803832734,665249416,86499,20404,20697088,0,0,2397236,69592,2407628,69988,34454,8737,enteritidis_v1.0.7,1,1,single,2,128835636
1376,16328,1356,516885255,403592786,53786,12393,20716544,0,0,2382360,69588,2407632,69984,17695,7169,enteritidis_v1.0.7,1,1,single,4,103596070
1377,149607,2863,3894423513,3238253384,445203,356941,33693696,2207744,4,8998280,1228044,9064420,1253864,84651,19984,enteritidis_v1.0.7,1,4,snippy,1,184783709
1378,19873,1225,665358493,519094265,68900,15927,20716544,0,0,2383200,69972,2407628,70368,26618,18934,enteritidis_v1.0.7,1,1,single,10,136516531
1379,92258,10358,6079824966,4535138789,637930,571640,33693696,9838592,11,10004100,3003052,10015732,3199492,122094,1720,enteritidis_v1.0.7,1,32,snippy,1,440992030
1380,245908,1788,4565659147,3998757346,552104,443891,33693696,2560000,6,8916344,1728064,8983384,1785316,124992,10873,enteritidis_v1.0.7,1,2,snippy,1,142887817
1381,36565,1462,1579945086,1241553228,162967,38061,20697088,0,0,2398772,69952,2407628,70348,45528,9451,enteritidis_v1.0.7,1,1,single,7,328644219
1382,36799,1252,1234788824,946730267,125443,29028,20697088,0,0,2389908,69900,2407628,70296,41073,38698,enteritidis_v1.0.7,1,1,single,10,278310884
1383,127709,4093,4000178872,3107355785,430371,345263,33693696,5722112,6,10005000,1728408,10016632,1998564,86435,13996,enteritidis_v1.0.7,1,16,snippy,1,177005607
1384,21394,1390,773253294,605604060,80110,18577,20697088,0,0,2394856,69504,2407628,69900,31579,13527,enteritidis_v1.0.7,1,1,single,6,157901557
1385,39886,1363,1579945086,1241553228,162968,38061,20716544,0,0,2391704,69952,2407632,70344,57349,24273,enteritidis_v1.0.7,1,1,single,9,328644219
1386,36207,1507,1618967918,1217793279,161976,37333,20697088,0,0,2391960,69984,2407628,70376,42262,4434,enteritidis_v1.0.7,1,1,single,1,391426892
1387,40570,1398,1618967920,1217793279,161990,37333,20697088,0,0,2396128,70268,2407628,70660,54154,21214,enteritidis_v1.0.7,1,1,single,9,391426892
1388,20319,1431,774262050,561245091,76086,17218,20716544,0,0,2390008,70012,2407624,70408,23430,2871,enteritidis_v1.0.7,1,1,single,7,203268910
1389,36960,1294,1335172189,1086176295,141276,33301,20697088,0,0,2389904,69836,2407624,70228,41757,33311,enteritidis_v1.0.7,1,1,single,5,239248233
1390,63390,3542,1539846596,1088596888,163596,143890,33693696,3084288,2,9230388,804808,9416836,837104,26998,5862,enteritidis_v1.0.7,1,8,snippy,1,91638000
1391,47520,1338,1835973781,1437679489,188748,44070,20697088,0,0,2395872,69948,2407628,70344,60647,32910,enteritidis_v1.0.7,1,1,single,2,388546758
1392,204358,8810,15275784729,12472321042,1659453,1400039,33693696,10711040,18,10267140,4806344,10326980,5262932,370297,2117,enteritidis_v1.0.7,1,32,snippy,1,911538626
1393,24618,1294,846401849,667907212,88051,20487,20716544,0,0,2384348,69960,2407628,70356,31439,19550,enteritidis_v1.0.7,1,1,single,10,168746932
1394,96417,3484,3479214868,2839693227,397220,316830,33693696,3301376,4,9409708,1222832,9474048,1250216,78584,2274,enteritidis_v1.0.7,1,8,snippy,1,133140452
1395,25740,1345,922490270,769854488,99698,23610,20697088,0,0,2396664,69624,2407632,70016,37514,8443,enteritidis_v1.0.7,1,1,single,2,142887817
1396,166099,5212,7967100958,6514372023,884795,694403,33693696,5980160,10,10135172,2678764,10163188,2727228,184562,40149,enteritidis_v1.0.7,1,16,snippy,1,360962023
1397,37729,1363,1455831646,1165419421,152220,35728,20716544,0,0,2394272,69968,2407632,70360,43101,19091,enteritidis_v1.0.7,1,1,single,4,280664581
1398,60516,5683,3629474649,2519798054,356504,284914,33693696,10166272,7,10366288,1754560,10443456,1790004,63324,87,enteritidis_v1.0.7,1,32,snippy,1,147233770
1399,65310,1125,1882280547,1593994985,204442,48859,20697088,0,0,2384388,69568,2407628,69964,87747,100809,enteritidis_v1.0.7,1,1,single,6,278537989
1400,50230,5457,2769493795,1755307592,252390,211109,33693696,9760768,2,10036864,744628,10154048,753940,49943,58,enteritidis_v1.0.7,1,32,snippy,1,125988487
1401,25108,1564,1206359984,941368751,124060,28864,20697088,0,0,2394952,70112,2407628,70504,41160,1067,enteritidis_v1.0.7,1,1,single,5,255243498
1402,435984,1791,4996763046,4195527775,572820,486649,33693696,2998272,5,8849908,1461304,8966100,1493972,119461,33415,enteritidis_v1.0.7,1,2,snippy,1,286748227
1403,497600,1116,5277330897,4442899865,607356,479469,33693696,3264512,6,8544216,1730328,8621252,1768968,130041,39077,enteritidis_v1.0.7,1,1,snippy,1,251976854
1404,33556,1386,1279316523,985839178,130381,30227,20697088,0,0,2386444,69980,2407628,70372,45351,12110,enteritidis_v1.0.7,1,1,single,5,283728415
1405,162929,4013,5402093506,4443093358,606535,476846,33693696,3538944,6,9410612,1712064,9524104,1744320,115943,43818,enteritidis_v1.0.7,1,8,snippy,1,245502220
1406,274536,1786,3253624738,2658908550,365924,307198,33693696,2338816,4,8883224,1058076,9008400,1086068,75180,21414,enteritidis_v1.0.7,1,2,snippy,1,183249872
1407,317290,2987,7729942320,6488239226,875637,702070,33693696,3375104,10,10699108,2547228,10710740,2597236,180316,30402,enteritidis_v1.0.7,1,4,snippy,1,388546758
1408,35384,1371,1279316523,985839178,130376,30227,20697088,0,0,2394236,69844,2407624,70240,42471,17629,enteritidis_v1.0.7,1,1,single,10,283728415
1409,37451,1478,1589651270,1180760920,157707,36199,20697088,0,0,1989628,69916,2407624,70292,43837,10257,enteritidis_v1.0.7,1,1,single,2,399142615
1410,94204,1387,4042994498,3121708466,410354,95664,20716544,0,0,2390008,69612,2407636,69992,139827,49284,enteritidis_v1.0.7,1,1,single,7,911538626
1411,172029,4175,6043010702,4965848801,669478,526508,33693696,3596288,7,9344176,1919760,9355808,1955588,129389,36084,enteritidis_v1.0.7,1,8,snippy,1,296654154
1412,30974,1458,1327729364,1037847833,136612,31820,20697088,0,0,2394268,69928,2407628,70324,42547,6533,enteritidis_v1.0.7,1,1,single,3,280133839
1413,909344,1108,9188176761,7843066597,1054924,838477,33693696,5103616,12,9301264,3246800,9378432,3315132,244557,103216,enteritidis_v1.0.7,1,1,snippy,1,430217069
1414,41507,1313,1520111677,1156116333,153354,35443,20716544,0,0,2396980,70372,2407628,70764,54423,35276,enteritidis_v1.0.7,1,1,single,3,354247650
1415,52629,1360,2120757050,1680792485,219700,51518,20697088,0,0,2392604,69704,2407624,70100,77875,34018,enteritidis_v1.0.7,1,1,single,8,430217069
1416,182521,4605,4172025641,3300758901,457946,397503,33728512,3297280,5,9327792,1248092,9392132,1258536,90761,122326,enteritidis_v1.0.7,1,8,snippy,1,290424908
1417,26251,1501,1178545887,878373215,117456,26934,20697088,0,0,2391700,69536,2407624,69800,40971,3242,enteritidis_v1.0.7,1,1,single,2,290424908
1418,71136,5936,4447672794,3244059018,451806,358213,33693696,10203136,9,10053252,2628020,10122228,2660924,85754,781,enteritidis_v1.0.7,1,32,snippy,1,184783709
1419,71578,3177,2797545402,2323480744,329034,267093,33657856,3022848,4,9327792,1198556,9339424,1239604,70339,1810,enteritidis_v1.0.7,1,8,snippy,1,82913788
1420,13703,1418,452167030,344965890,46459,10592,20716544,0,0,2391704,69540,2407624,69932,18068,8892,enteritidis_v1.0.7,1,1,single,9,97453455
1421,366476,2933,9248301291,7842116311,1055989,837688,33693696,3620864,12,9213072,3233676,9279212,3300416,232052,45626,enteritidis_v1.0.7,1,4,snippy,1,430217069
1422,30422,1406,1242600797,964813444,127325,29583,20716544,0,0,2387256,69864,2407632,70260,38319,10166,enteritidis_v1.0.7,1,1,single,10,268039088
1423,28503,1457,1091843167,831847626,110550,25509,20716544,0,0,1989632,69888,2407628,70280,36473,8783,enteritidis_v1.0.7,1,1,single,8,250246916
1424,88283,5038,5144281563,4004491072,560309,444956,33693696,10375168,12,10200704,3277796,10260544,3364800,126977,136,enteritidis_v1.0.7,1,32,snippy,1,142887817
1425,24892,1195,727852810,559234352,74488,17157,20697088,0,0,2391708,70208,2407632,70604,30212,32942,enteritidis_v1.0.7,1,1,single,6,158870730
1426,43400,1425,1808364689,1357624935,180571,41617,20697088,0,0,2395876,69676,2407632,70068,55515,21205,enteritidis_v1.0.7,1,1,single,9,440992030
1427,19329,1329,634524351,497804296,66006,15274,20697088,0,0,2393264,69804,2407628,70200,24972,15703,enteritidis_v1.0.7,1,1,single,1,126972365
